BookId,Title,CoverLink,Author,RatingCount,Rating,PublishedDate,Publisher,Genre,ISBN
10587120,Killing Lincoln: The Shocking Assassination that Changed America Forever,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1317793681l/10587120.jpg,"Bill O'Reilly, Martin Dugard",89227,4.03,September 27th 2011,Henry Holt & Company,History,9780805093070
79484,Through a Glass Darkly,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1272744116l/79484.jpg,Karleen Koen,10354,3.96,July 12th 1986,Sourcebooks Landmark,Historical-Historical Fiction,9781402200441
26936,Rock Springs,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1167856557l/26936.jpg,Richard Ford,4711,4.07,1987,Vintage,Short Stories,9780099448976
91760,The Diary of Frida Kahlo: An Intimate Self-Portrait,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407009131l/91760.jpg,"Frida Kahlo, Carlos Fuentes, Sarah M. Lowe",37133,3.87,1995,Harry N. Abrams,Art,9780810959545
621687,Gideon the Cutpurse,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327522274l/621687.jpg,Linda Buckley-Archer,6303,3.72,January 1st 2006,Simon & Schuster Children's Publishing,Fantasy,9781416915256
199635,Fair and Tender Ladies,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389575982l/199635.jpg,Lee  Smith,6926,4.17,1988,Ballantine Books,Fiction,9780345383990
39097,The Bride Finder,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389849168l/39097.jpg,Susan Carroll,1431,3.85,1998,Ivy Books,Romance,9780449003886
1783289,Ambition,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348927050l/1783289.jpg,Kate Brian,6719,4.06,May 6th 2008,Simon  Schuster Books for Young Readers,Young Adult,9781416958826
5498077,Code of the Clans,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349599333l/5498077.jpg,"Erin Hunter, Wayne McLoughlin",5973,4.2,June 1st 2009,HarperCollins,Fantasy,9780061660092
7704979,Love You to Death / High Stakes,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1555908260l/7704979._SY475_.jpg,Meg Cabot,3431,4.26,2010,Macmillan Children's Books,Young Adult,9780330519502
24764,The Last Days,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400185816l/24764.jpg,Scott Westerfeld,9395,3.53,September 7th 2006,Razorbill,Young Adult,9781595140623
239065,The Descent,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388280312l/239065.jpg,Jeff Long,7075,3.97,1999,Jove,Horror,9780515131758
475965,Pornografia,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1365031913l/475965.jpg,"Witold Gombrowicz, Alastair Hamilton",2452,3.93,1960,Marion Boyars Publishers Ltd,Fiction,9780714529882
7129468,The Daughters,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1339205434l/7129468.jpg,Joanna Philbin,7512,3.89,May 1st 2010,Poppy,Young Adult,9780316049009
1891296,The Fire Eternal,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1189873266l/1891296._SY475_.jpg,Chris d'Lacey,13033,3.99,September 6th 2007,Orchard Books,Fantasy,9781846164255
6556261,Hell's Heroes,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327591370l/6556261.jpg,"Darren Shan, Richard PodanÃ½",7852,4.28,January 1st 2009,Harpercollins,Horror,9780007260355
8685644,Haunting Violet,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312074996l/8685644.jpg,Alyxandra Harvey,6641,3.9,May 24th 2011,Walker Childrens,Young Adult,9780802798398
15549,Armageddon's Children,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388198012l/15549.jpg,Terry Brooks,15178,4.1,September 30th 2006,Ballantine Books,Fantasy,9780345484086
10414941,Catherine the Great: Portrait of a Woman,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403395276l/10414941.jpg,Robert K. Massie,92249,3.92,November 8th 2011,"Random House, Inc. (NY)",History,9780679456728
10065348,The Secret War,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1325660465l/10065348.jpg,Matt Myklusch,4228,4.29,August 9th 2011,Aladdin,Fantasy,9781416995647
11242368,The Accidental Hero,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1325659078l/11242368.jpg,Matt Myklusch,6009,4.19,July 17th 2010,Aladdin,Fantasy,9781442441156
19286623,Lead,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1396467599l/19286623.jpg,Kylie Scott,41221,4.3,July 29th 2014,St. Martin's Griffin,Romance,9781250052384
100629,The Universe in a Single Atom: The Convergence of Science and Spirituality,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320558690l/100629.jpg,Dalai Lama XIV,7927,4.05,January 1st 2005,Harmony,Nonfiction,9780767920810
28978,Suffer the Little Children,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1396452714l/28978.jpg,Donna Leon,4800,3.79,January 1st 2007,Atlantic Monthly Press,Mystery,9780871139603
7943678,Grave Doubts / Heaven Sent,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327400833l/7943678.jpg,Meg Cabot,1976,4.39,August 6th 2010,Macmillan Children's Books,Young Adult,9780330519526
167302,The Story of Lucy Gault,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1311648314l/167302.jpg,William Trevor,6106,3.76,January 1st 2002,Penguin Books,Fiction,9780142003312
311308,Devil's Cub,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386920835l/311308.jpg,Georgette Heyer,13092,4.21,1932,Arrow,Romance,9780099465836
16356,The Mysterious Mr. Quin,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1476892657l/16356._SY475_.jpg,Agatha Christie,10767,3.72,April 14th 1930,Harper Collins,Mystery,9780007154845
82553,The Night Is for Hunting,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390021601l/82553.jpg,John Marsden,13838,4.16,1998,Scholastic Paperbacks,Young Adult,9780439858045
13425352,Nine's Legacy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1330620209l/13425352.jpg,Pittacus Lore,11587,4.18,February 28th 2012,HarperCollins,Young Adult,9780062194787
922119,Woman on the Run,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347663541l/922119.jpg,Lisa Marie Rice,2600,3.98,September 1st 2004,Ellora's Cave,Romance-Romantic Suspense,9781419952050
5350,The Partner,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388235158l/5350.jpg,John Grisham,108497,3.92,February 26th 1997,Delta,Fiction,9780385339100
294285,Communion: A True Story,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348070533l/294285.jpg,Whitley Strieber,4963,3.49,January 1st 1987,Avon,Nonfiction,9780380703883
457762,Sylvester and the Magic Pebble,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328018633l/457762.jpg,William Steig,42037,4.15,1969,Simon & Schuster Children's Publishing,Childrens-Picture Books,9780671661540
618924,Kleopatra,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389919039l/618924.jpg,Karen Essex,1300,3.81,January 1st 2001,Grand Central Publishing,Historical-Historical Fiction,9780446679176
13151,London Bridges,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439049145l/13151._SY475_.jpg,James Patterson,41014,3.94,November 8th 2004,Vision,Mystery,9780446613354
402,Mao II,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388194999l/402.jpg,Don DeLillo,9705,3.68,1991,Penguin Books,Fiction,9780140152746
104216,Peachtree Road,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348654063l/104216.jpg,Anne Rivers Siddons,10728,3.91,November 13th 1989,HarperTorch,Fiction,9780061097232
244475,Whisper of Evil,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388183109l/244475.jpg,Kay Hooper,11293,4.23,June 25th 2002,Bantam,Mystery,9780553583465
7893,Carney's House Party,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1269186181l/7893.jpg,"Maud Hart Lovelace, Vera Neville",2065,4.12,December 1st 1949,HarperCollins,Classics,9780064408592
878307,Duncton Wood,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327959577l/878307.jpg,William Horwood,4577,4.04,January 1st 1980,Arrow,Fantasy,9780099443001
12447,You Can't Go Home Again,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388332784l/12447.jpg,Thomas Wolfe,4429,4.04,1940,Harper Perennial,Fiction,9780060930059
85993,Party Princess,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1266468983l/85993.jpg,Meg Cabot,24069,3.68,January 1st 2006,HarperTrophy,Young Adult,9780060724559
226425,Small Steps: The Year I Got Polio,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348218290l/226425.jpg,Peg Kehret,5617,4.43,January 1st 1996,Albert Whitman & Company,Nonfiction,9780807574591
3942622,The Immortal Hunter,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388260965l/3942622.jpg,Lynsay Sands,13973,4.22,March 31st 2009,Avon,Romance-Paranormal Romance,9780061474309
47241,Tinker,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1326314596l/47241.jpg,Wen Spencer,5080,4.07,October 1st 2003,Baen,Fantasy,9780743498715
339026,The Akhenaten Adventure,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388443430l/339026.jpg,P.B. Kerr,17938,3.77,2004,Scholastic Paperbacks,Fantasy,9780439670203
37451,You Know You Love Me,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388599269l/37451.jpg,Cecily von Ziegesar,20915,3.52,September 1st 2002,Poppy,Young Adult,9780316911481
146106,The Castafiore Emerald,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344267271l/146106.jpg,"HergÃ©, Leslie Lonsdale-Cooper, Michael      Turner",8954,3.94,1963,"Little, Brown and Co.",Sequential Art-Comics,9780316358422
140278,4:50 from Paddington,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388324483l/140278.jpg,Agatha Christie,41367,3.95,November 4th 1957,Black Dog & Leventhal Publishers,Mystery,9781579126933
137098,The Little Lady Agency,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437584510l/137098._SY475_.jpg,Hester Browne,26966,3.75,June 6th 2005,Gallery Books,Womens Fiction-Chick Lit,9781416527268
2206960,Revelation,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348928472l/2206960.jpg,Kate Brian,7431,4.12,September 16th 2008,Simon  Schuster Books for Young Readers,Young Adult,9781416958833
112075,The Spring of the Ram,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1542322802l/112075._SY475_.jpg,"Dorothy Dunnett, Judith Wilt",2478,4.4,October 12th 1987,Vintage,Historical-Historical Fiction,9780375704789
50725,The Pursuit of Love & Love in a Cold Climate,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388232144l/50725.jpg,Nancy Mitford,5218,4.11,January 1st 1974,Vintage Books USA,Fiction,9780375718991
6503152,Bitten by Cupid,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359757367l/6503152.jpg,"Lynsay Sands, Pamela Palmer, Jaime Rush",8869,4.12,2009,Avon,Romance-Paranormal Romance,9780061894459
264587,The Beautyful Ones Are Not Yet Born,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1338642082l/264587.jpg,Ayi Kwei Armah,2535,3.9,January 1st 1969,Heinemann Educational Books,Cultural-Africa,9780435905408
1933181,The Lady Elizabeth,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431623866l/1933181._SY475_.jpg,Alison Weir,24338,3.98,April 29th 2008,Ballantine Books,Historical-Historical Fiction,9780345495358
13806,The Thousandfold Thought,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381129438l/13806.jpg,R. Scott Bakker,10153,3.93,January 20th 2006,Harry N. Abrams,Fantasy,9781585678839
12700306,Tricked,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1324455119l/12700306.jpg,Kevin Hearne,43123,4.25,April 24th 2012,Random House Publishing Group,Fantasy-Urban Fantasy,9780345533623
6572,Suffer the Children,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925349l/6572.jpg,John Saul,28710,3.91,1977,Dell,Horror,9780440182931
45234,The Gun Seller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480110444l/45234.jpg,Hugh Laurie,19113,3.68,May 1st 1996,Washington Square Press,Fiction,9780671020828
6420,Visions of Sugar Plums,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439320318l/6420._SY475_.jpg,Janet Evanovich,71351,3.69,November 5th 2002,St Martins Press,Mystery,9780312986346
13012638,The End of Infinity,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389806611l/13012638.jpg,Matt Myklusch,3147,4.43,August 7th 2012,Aladdin,Fantasy,9781416995678
6519314,The Day the Falls Stood Still,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442713493l/6519314._SY475_.jpg,Cathy Marie Buchanan,5312,3.7,August 25th 2009,Hachette Books,Historical-Historical Fiction,9781401340971
10222362,MILA 2.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341031998l/10222362.jpg,Debra Driza,11314,3.69,March 12th 2013,Katherine Tegen Books,Young Adult,9780062090362
16707,Wonder Boys,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380670205l/16707.jpg,"Michael Chabon, Hans Hermann",32983,3.93,March 14th 1995,Dt. Taschenbuch-Verl.,Fiction,9783423124171
125432,The Night in Lisbon,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320492158l/125432.jpg,"Erich Maria Remarque, Ralph Manheim",11928,4.27,1962,Random House Trade Paperbacks,Fiction,9780449912430
313605,Getting to Yes: Negotiating Agreement Without Giving In,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442289862l/313605._SY475_.jpg,"Roger Fisher, William Ury, Bruce Patton",58240,3.94,1981,Penguin Books,Business,9780140157352
25242224,The Story of the Lost Child,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1582072522l/25242224._SY475_.jpg,"Elena Ferrante, Ann Goldstein",74693,4.4,October 29th 2014,Europa Editions,Fiction,9781609452865
8296,The First Four Years,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1266449687l/8296.jpg,"Laura Ingalls Wilder, Garth Williams",33954,3.89,February 1st 1971,HarperTrophy,Historical-Historical Fiction,9780060885458
7958,Sarah,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388190360l/7958.jpg,Orson Scott Card,10276,3.88,2000,Forge,Historical-Historical Fiction,9780765341174
93794,The Kill Artist,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391616227l/93794.jpg,Daniel Silva,52792,4.01,December 19th 2000,Signet,Fiction,9780451209337
943903,The Complete James Herriot,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387748425l/943903.jpg,James Herriot,546,4.7,January 1st 2006,Macmillan,Fiction,9780330447263
545875,Hot Blooded,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328034491l/545875.jpg,Lisa Jackson,10938,4.0,January 1st 2001,Zebra,Mystery,9780821768419
6064646,The Splendor Falls,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435465643l/6064646._SY475_.jpg,Rosemary Clement-Moore,5397,3.81,September 8th 2009,Delacorte Press,Young Adult,9780385736909
149621,Ice Station Zebra,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1364039405l/149621.jpg,Alistair MacLean,16561,3.99,April 1st 1963,Fontana,Fiction,9780006161417
102661,The Diviners,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1560469898l/102661.jpg,"Margaret Laurence, Margaret Atwood",7083,4.17,1974,University of Chicago Press,Fiction,9780226469355
15815333,The Interestings,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451446889l/15815333.jpg,Meg Wolitzer,105105,3.58,April 9th 2013,Riverhead Books,Fiction,9781594488399
127028,The Magnificent Ambersons,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1171925907l/127028.jpg,Booth Tarkington,9925,3.77,1918,Hard Press,Fiction,9781406935738
177523,Rights of Man,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1330098998l/177523.jpg,Thomas Paine,9421,4.03,1791,Adamant Media Corporation,Philosophy,9780543954619
13605496,Need,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1343373415l/13605496.jpg,Sherri Hayes,3660,4.09,July 25th 2012,The Writer's Coffee Shop Publishing House,Erotica-BDSM,9781612130972
17735,Light,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389700041l/17735.jpg,M. John Harrison,4788,3.59,2002,Spectra,Science Fiction,9780553382952
22693811,The Penderwicks in Spring,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407711827l/22693811.jpg,Jeanne Birdsall,7115,4.42,March 24th 2015,Alfred A. Knopf Books for Young Readers,Childrens-Middle Grade,9780375870774
696703,Not Even a Hint: Guarding Your Heart Against Lust,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1373320238l/696703.jpg,Joshua Harris,3116,4.03,2003,Multnomah,Christian,9781590521472
79090,Party Monster: A Fabulous But True Tale of Murder in Clubland,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431288092l/79090.jpg,James St. James,7796,4.09,January 1st 1999,Simon  Schuster,Nonfiction,9780743259828
153193,Undead and Unemployed,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388183083l/153193.jpg,MaryJanice Davidson,32367,3.93,August 3rd 2004,Berkley,Paranormal-Vampires,9780425197486
826583,If You Take a Mouse to the Movies,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348905712l/826583.jpg,"Laura Joffe Numeroff, Felicia Bond",19532,4.17,October 3rd 2000,HarperCollins,Childrens-Picture Books,9780060278687
266599,"Vampire Kisses: Blood Relatives, Vol. 1",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388374602l/266599.jpg,"Ellen Schreiber, Rem",7579,4.02,September 25th 2007,Katherine Tegen Books,Sequential Art-Manga,9780061340819
